Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Year,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,ConGen,ConRen,Cons,Polps,PpsGe,PpsGe:St,PpsGe:Sub,PpsEx,PpsEx:St,PpsEx:Sub,PpsOro,PpsOro:St,PpsOro:Sub,PpsOthPr,PpsOthPr:St,PpsOthPr:Sub,PpsVet,PpsVet:St,PpsVet:Sub,PpsAut,PpsAut:St,PpsAut:Sub,PpsInt,PpsInt:St,PpsInt:Sub,PpsOth,PpsOth:St,PpsOth:Sub,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,HrBor,HrTrinc,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrCit,CitGen,CitRights,CitDef,CitOth,HrDem,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrMob,Prot,ProtCiv,ProtGrp,ProtOth,RiOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Tajikistan,Government,116,Tajikistan peace process,Europe and Eurasia,430,1,Joint Statement of 21 February 1997,1997,21/02/1997,Multiparty signed/agreed,1,2116,Intra,Ren,Repre,"Imamali RAKHMONOV, President Republic of Tajikistan

Seyed Abdollah NURI, Leader United Tajik Opposition",,,TJK,,702,,395,,,876,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tajikistan,Government,116,Tajikistan peace process,Europe and Eurasia,549,1,Statute of the Commission on National Reconciliation,1997,21/02/1997,Multiparty signed/agreed,5,8690,Intra,Imp,ImpMod,"(Signed) E. RAKHMONOV, President of the Republic of Tajikistan

(Signed) S. A. NURI, Leader of the United Tajik Opposition",(Signed) G. MERREM Special Representative of the Secretary-General of the United Nations,"Page 5, ANNEX I, VIII. THE ROLE OF THE UNITED NATIONS AND OSCE IN PROMOTING THE WORK OF THE COMMISSION

12. In accordance with the Protocol signed in Moscow on 23 December 1996 by the President of the Republic of Tajikistan and the leader of the United Tajik Opposition, the work of the Commission shall be conducted in close cooperation with the United Nations Observer Mission and the OSCE Mission in Tajikistan....",TJK,,702,,395,1312,,876,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,1,0,1,1,0,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1
Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,945,1,Administrative Procedures in the Conduct of GRP-MILF Technical Committee Meetings,1997,26/02/1997,Multiparty signed/agreed,3,4265,Intra,Pre,Proc,"Asec Jovenal Lazaga, GRP Technical Committee Chairman
Sheikh Moner Bajunaid, MILF Technical Committee Chairman",,,PHL,,840,,308,,,786,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bosnia and Herzegovina/Yugoslavia (former),Government/territory,125,Bosnia peace process,Europe and Eurasia,276,1,Agreement on Special Parallel Relations between the Federal Republic of Yugoslavia and Republika Srpska,1997,28/02/1997,Multiparty signed/agreed,5,7599,InterIntra,Imp,ExtSub,"For the Federal Republic of Yugoslavia: Zoran Lilic President of the Federal Republic of
Yugoslavia
For Republika Srpska: Momcilo Krajisnik President from Republika Srpska on the Presidency
of BosniaHerzegovina",,"Page 1, Untitled preamble
Guided by the principles of the Dayton/Paris Agreement on Peace in Bosnia-Herzegovina,
the principles and purposes of the Charter of the United Nations and the Paris Charter,",BIH,,346,,389,,,215,No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Central African Republic,Government,13,CAR: Bangui process,Africa (excl MENA),443,1,"Mandate established by the Countries designated by the 19th Summit of France and Africa, for the inter-African Supervision Mission for the Bangui Agreements",1997,06/03/1997,Unilateral document,3,4306,InterIntra,Imp,ImpMod,"(Signed) El Hadj Omar BONGO President of
the Gabonese Republic
representing the heads of State designated
by the Nineteenth Summit Meeting of Heads of
State and Government of France and Africa",,"Page 1, UNTITLED PREAMBLE
Considering the declaration issued by the heads of State in Bangui on 25 January 1997 
Taking into account the Charter of the Organization of African Unity and the various decisions and resolutions concerning the settlement of disputes, including the resolution establishing the central organ of the Organization of African States for the prevention, management and settlement of disputes, 
Bearing in mind letters No. 009/97 and No. 010/97 of 7 January 1997 from the President of the Central African Republic requesting that an inter-African force be established in the Central African Republic, 

Page 1, Article 2
The objective of MISAB is to help restore peace and security by monitoring the implementation of the agreements signed on 25 January 1997 in Bangui.",CAF,,482,,416,,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
Tajikistan,Government,116,Tajikistan peace process,Europe and Eurasia,429,1,Joint Statement by the Delegation of the Govt of the Rep of Tajikistan and the Delegation of the United Tajik Opposition on the outcome of the Inter-Tajik Talks held in Moscow from 26 February to 8 March 1997,1997,08/03/1997,Multiparty signed/agreed,2,2749,Intra,Pre,Proc,"(Signed) T. Nazarov, Head of the delegation of the Government of the Republic of Tajikistan
(Signed) A. TUPAJON'ZODAM, Head of delegation of the United Tajik opposition","G. MERREM, Special Representative of the UN Secretary-General;
Observers: Iran, Kazakstan, Kyrgyzstan, Pakistan, Russian Federation, Turkmenistan, Uzbekistan, the OSCE",,TJK,,702,,395,,,876,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
Tajikistan,Government,116,Tajikistan peace process,Europe and Eurasia,514,1,Protocol on Military Issues,1997,08/03/1997,Multiparty signed/agreed,7,9877,Intra,SubPar,Iss,"(Signed) T. NAZAROV, Head of the delegation of the Government of the Republic of Tajikistan

(Signed) A. TURAJONZODAH, Head of the delegation of the United Tajik Opposition

(Signed) G. MERREM Special Representative of the Secretary-General of the United Nations","Observers from the Islamic State of Afghanistan, the Islamic Republic of Iran, the Republic of Kazakstan, the Kyrgyz Republic, the Islamic Republic of Pakistan, the Russian Federation, Turkmenistan, the Republic of Uzbekistan and the Organization for Security and Cooperation in Europe (OSCE) were present at the talk.",Joint Statement by the Delegation of the Govt of the Rep of Tajikstan and the Delegation of the United Tajik Opposition on the outcome of the Inter-Tajik Talks held in Moscow from 26 February to 8 March 1997 (08/03/1997),TJK,,702,,395,1318,,876,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Philippines,Government,88,Philippines-NDF process,Asia and Pacific,1038,1,"Supplemental Agreement to the Joint Agreement on the Formation, Sequence and Operationalization of the Reciprocal Working Committees",1997,18/03/1997,Multiparty signed/agreed,3,4856,Intra,Pre,Proc,"In witness whereof, we have hereunder signed this Supplemental Agreement..:

For the Government of the Republic of the Philippines Negotiating Panel:

Howard Q. Dee, Chairperson, GRP Negotiating Panel

Rep. Jose V Yap, Member

Mr. Silvestre H. Bello III, Member

Atty. Rene V. Sarmiento, Member

Ms. Zenaida H. Pawid, Member

For the National Democratic Front of the Philippines Negotiating Panel:

Luis G. Jalandoni, Chairperson, NDFP Negotiating Panel

Fidel V. Agcadili, Member

Coni K. Ledesma, Member

Asterio B. Palima, Member

Jojo Magdiwang, Member","Witnesses: 

Teresita L. de Castro, Asst. Chief State Counsel, GRP

Ma. Carla Munsayac, Executive Director, GRP Negotiating Panel, Secretariat

Jose Maria Sison, Chief Political Consultant, NDFP Negotiating Panel

Sotero Llamas, Political Consultant, NDFP Negotiating Panel

Brig. Gen. Raymundo T. Jarque (ret.), Consultant NDFP Negotiating Panel

Danilo Borjal, Consultant, NDFP Negotiating Panel","Page 1, ARTICLE 1. PREAMBLE 
Whereas, the GRP and NDFP Panels signed The Hague Joint Declaration of 1 September 1992 which, among others, sets the framework of mutually acceptable principles and the substantive agenda of the peace negotiations, and the Joint Agreement on the Formation, Sequence and Operationalization of the Reciprocal Working Committees (RWC Agreement) on 26 June 1995 which provides for, among others, the conduct of work and reasonable time frame of the RWCs:",PHL,,840,,209,,,790,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,946,1,Resolution No. 1 Composition of the Interim Ceasefire Monitoring Committee and Assigned Tasks and Functions,1997,25/03/1997,Multiparty signed/agreed,2,4520,Intra,Cea,Rel,"Mgen. Joselin B. Nazareno, AFP, GRP Sub-Committee on Cessation of Hostilities Chairman
Prof. Moner M. Bajunaid, MILF Technical Committee Chairman",,Interim Ceasefire Agreement,PHL,,840,,308,,,786,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Philippines/(Mindanao),Government/territory,90,Philippines - Mindanao process,Asia and Pacific,947,1,Joint Press Statement,1997,25/03/1997,Multiparty signed/agreed,2,4182,Intra,Pre,Proc,"Mgen. Joselin B. Nazareno, AFP, GRP Sub-Committee on Cessation of Hostilities Chairman
Prof. Moner N. Bajunaid, MILF Technical Committee Chairman",,Resolution No. 1 Composition of the Interim Ceasefire Monitoring Committee and Assigned Tasks and Functions,PHL,,840,,308,,,786,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
South Sudan/Sudan,Government/territory,109,Sudanese (North-South) peace process,Africa (excl MENA),550,1,Sudan Peace Agreement,1997,21/04/1997,Multiparty signed/agreed,20,40777,Intra,SubPar,MultIss,"For The Sudan Government: LT General EL Zuber Mohammed Saleh; 
For United Salvation Front (UDSF) and South Sudan Independence Movement/Army (SSIM/A): Cdr Dr Riek Macher Teny D., Chairman & C-in-C; 
For Sudan People’s Liberation Movement (SPLM/A): Cdr Karubino Kawanyn Bol, Chairman C-in-C (SPLM/A); 
For South Sudan Indepedents Group (SSIG): Cdr Kawac Makwei, Chairman C-in-C (SSIG); 
For Equatoria Defence Force (EDF): Dr Theophilus Ochang Loti, Chairman C-in-C (EDF); 
For the Union of Sudanese African Parties (U.S.A.P): Mr Samuel Aru Bol, Chairman (USAP); 
For Bor Group: Cdr Arok Thong Arok, SPLA/M Bor Group","Third Parties not indicated, though may be present.","Page 2, CHAPTER ONE, B. GENERAL PRINCIPLES.
1. The general principles contained in the political charter signed in Khartoum on 10th April 1996 shall be part of this agreement and shall guide and explain its provisions. 

Page 16, ANNEXE 1 - Agreement on the Cessation of Hostilities and Cease-Fire Between South Sudan Defence Force (SSDF) and the Government of the Sudan
In pursuance of the Political Charter of 10th April 1996, the following Agreement for the total cessation of hostilities and permanent cease-fire is hereby concluded and declared.",SSD,SDN,626,625,309,,,836,No,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,3,1,1,1,0,1,0,0,0,1,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,3,1,0,0,2,1,1,1,0,1,3,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,0,1,0,0,2,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,1,0,1,1,1,1,2,2,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,3,1,0,2,2,2,1,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,1
Moldova/Russia/(Transdniestria),Government/territory,76,Moldova Transdniestria process,Europe and Eurasia,43,1,Joint Statement of the Presidents of the Russian Federation and Ukraine in Connection with the Signing of the Memorandum on the Bases for Normalization of Relations between the Republic of Moldova and Transdniestria,1997,08/05/1997,Multiparty signed/agreed,1,2041,InterIntra,Pre,PreMix,"Boris Yeltsin, Russian Federation, Leonid Kuchma, Ukraine",participation of OSCE Chairman-In-Office,"decision of the OSCE, the Joint Declaration of 19 January 1996 of the President of the Russian Federation, Ukraine, and the Republic of Moldova",MDA,RUS,359,365,394,,,873,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Moldova/(Transdniestria),Government/territory,76,Moldova Transdniestria process,Europe and Eurasia,454,1,Memorandum on the Bases for Normalization of Relations between the Republic of Moldova and Transdniestria,1997,08/05/1997,Multiparty signed/agreed,2,4785,Intra,SubPar,MultIss,"For the Republic of Moldova: P. Lucinschi
For Transdniestria: I. Smirnov","For the Guarantor States: 
For the Russian Federation: B. Yeltsin; 
For Ukraine: L. Kuchma
In the presence of the Chairman-in-Office of the OSCE: N. Helveg Petersen","Page 1, Untitled Preamble
...Reaffirming their commitment to the principles of the UN, OSCE, and generally recognized norms of international law, and also to the agreements reached previously between the Republic of Moldova and Transdniestria;...

Page 1, 2.
The Parties shall continue the establishment between them of state-legal relations.
The Document, defining these relations, the status of Transdniestria, shall be based on the principles of mutually agreed decisions, including the division and delegation of competencies, and mutually assured guarantees. The Parties will proceed to the elaboration of this document immediately after the signing of this Memorandum, giving consideration to all previously achieved principled agreements, including those achieved on 17 June 1996.

Page 2, 9. 
The Parties reaffirm that activities for maintaining peace, carried out by the Joint Peace-keeping forces in the Security Zone in accordance with the agreement between the presidents of the Republic of Moldova and the Russian Federation dated 21 July 1992 “On the Principles of Peaceful Settlement of the Armed Conflict in the Transdniestrian Region of the Republic of Moldova” shall be continued.",MDA,,359,,394,1123,,873,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
